extension,size_kb,has_password,has_bank,has_email,has_phone,has_nic,has_card,has_secret,has_confidential,has_api_key,has_token,has_passport,has_internal,has_project,has_student,has_report,has_invoice,has_salary,has_medical,risk
xlsx,6205,1,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,High
png,8936,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,High
png,7876,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,High
json,4751,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,High
csv,9043,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,High
log,5880,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,High
jpg,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,6846,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,High
jpg,287,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,Medium
pdf,907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
txt,1748,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,High
jpg,7386,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,High
jpg,625,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Low
png,3923,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,Medium
pdf,3221,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
pdf,9166,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,High
png,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,1124,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Medium
txt,10049,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,High
xlsx,1587,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
png,4559,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
xlsx,6825,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Medium
other,1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,10773,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,0,High
docx,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,3948,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Medium
jpg,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,5074,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
png,3192,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
other,9394,1,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,High
json,2757,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,High
jpg,711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
pdf,2469,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
other,8862,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,High
txt,11989,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,High
jpg,1920,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,Medium
jpg,3268,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,High
txt,10173,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,High
docx,3395,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,High
txt,8197,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,High
docx,527,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
other,3796,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,0,Medium
jpg,1331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,34,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
docx,4523,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Medium
txt,4905,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
png,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
jpg,864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,9449,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,High
other,4282,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
csv,6089,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,High
other,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,5968,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,Medium
txt,10685,1,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,High
pdf,965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,2879,0,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,High
jpg,8247,1,1,0,0,0,0,1,0,0,1,1,1,0,0,0,0,1,1,High
txt,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
xlsx,4244,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Medium
txt,479,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,4964,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
docx,4988,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,High
docx,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,6780,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
jpg,1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,6335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Medium
other,2184,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Medium
docx,2642,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,High
png,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,3598,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
pdf,1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,3899,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,High
png,5954,0,0,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,1,High
xlsx,259,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Low
jpg,5971,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
png,1799,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,2887,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,High
pdf,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,9245,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0,High
pdf,7276,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,High
log,10145,0,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,High
png,425,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,Medium
jpg,2741,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,High
pdf,1172,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,0,1,0,Medium
other,1728,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,High
docx,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,733,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,High
xlsx,5968,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,High
jpg,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,9014,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,1,1,0,High
docx,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,328,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,Medium
txt,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,418,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Low
png,735,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,5319,0,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,Medium
xlsx,322,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
txt,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,8416,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,High
xlsx,6212,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
pdf,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
other,7307,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,High
other,2851,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
jpg,799,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,Medium
pdf,1167,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
xlsx,9935,1,1,1,0,1,0,0,1,1,1,0,1,0,0,1,1,1,0,High
xlsx,949,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,2492,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Medium
csv,3588,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,Medium
jpg,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,9706,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,High
log,10235,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,High
pdf,280,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,Medium
txt,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,6963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
jpg,990,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
docx,1427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,6784,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
pdf,4632,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Medium
docx,1458,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
xlsx,7924,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,High
txt,4402,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,1,High
docx,2915,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
log,1480,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,High
other,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,3375,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,Medium
docx,726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
csv,5847,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,High
docx,6938,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
pdf,4716,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,Medium
png,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1844,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
other,5671,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,Medium
log,10416,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,High
png,1028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,202,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
other,5442,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,Medium
xlsx,5467,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,High
png,1111,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,Low
pdf,5368,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,Medium
xlsx,6067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
txt,4635,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Medium
docx,740,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
other,5084,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,High
pdf,685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
other,185,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
log,4652,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,High
other,3432,0,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,1,0,High
jpg,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1262,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,High
jpg,6427,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,High
png,3546,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,Medium
xlsx,2522,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,High
png,93,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,High
xlsx,3820,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,Medium
png,1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
pdf,1193,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,Medium
csv,2928,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,High
other,516,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
jpg,485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,9827,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,High
json,5878,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,High
docx,3410,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,Medium
xlsx,2075,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,1,High
jpg,6174,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Medium
txt,6162,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,High
png,744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
xlsx,4620,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
jpg,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,6890,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
docx,671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,10997,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,High
docx,4063,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
png,1180,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,High
jpg,1104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1759,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,Medium
txt,11105,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,High
pdf,9132,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,High
log,91,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,High
png,1303,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
png,4696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
png,1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1317,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
png,1457,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,6039,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
jpg,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,9721,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,High
pdf,1676,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,Medium
jpg,298,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
png,790,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,High
docx,6805,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Medium
jpg,6407,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,High
other,8859,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,High
txt,1220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,184,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1024,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,High
other,2885,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,1,1,High
csv,6127,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Medium
other,10008,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,1,0,1,High
png,275,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Low
pdf,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,7027,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,High
jpg,232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
docx,4120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
jpg,1429,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
png,6801,1,0,1,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,High
pdf,2404,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
jpg,11318,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,High
jpg,1069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,1168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,3424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Medium
png,783,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
pdf,407,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,Medium
txt,3610,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,Medium
docx,2371,0,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,Medium
csv,626,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,High
pdf,433,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,High
pdf,3871,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,Medium
png,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
other,3786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Medium
jpg,5173,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,Medium
txt,5147,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Medium
txt,1237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
png,7058,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,High
csv,5345,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,Medium
docx,6812,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,Medium
txt,10434,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,High
txt,8735,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,High
jpg,459,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Medium
docx,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,4462,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,Medium
txt,1023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
txt,967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
txt,9549,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,High
png,5184,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
xlsx,6343,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Medium
png,511,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Low
other,345,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
txt,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1834,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,Medium
docx,468,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,Medium
docx,5359,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,Medium
csv,2263,1,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,High
pdf,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1636,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,Low
txt,1642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
png,8215,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,High
other,1774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,157,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,Medium
png,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
docx,11830,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,High
pdf,1875,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,Medium
png,268,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
docx,1344,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Low
docx,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
txt,2821,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,Medium
log,8924,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,High
docx,3253,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,High
csv,7069,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,High
other,10606,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,High
jpg,1085,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,Medium
json,2200,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,High
jpg,1396,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,1582,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Low
txt,1656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,1117,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,High
csv,6120,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,High
other,1030,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
jpg,1312,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
png,2520,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,Medium
csv,3162,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Medium
txt,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
xlsx,2919,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,Medium
txt,3151,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
log,5890,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,High
docx,4606,0,1,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,High
png,3865,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
other,4928,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,Medium
png,1662,1,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,High
csv,5319,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,High
json,5322,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,High
xlsx,5212,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Medium
jpg,1052,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
jpg,2746,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,Medium
jpg,839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Low
other,1233,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,Low
txt,6138,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Medium
docx,3785,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0,High
docx,3931,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,Medium
other,1600,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Medium
log,3309,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,High
docx,5544,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,Medium
docx,2315,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,Medium
docx,3940,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
